country,datetime,temperature_celsius,precip_mm,humidity,wind_kph
Andorra,2024-06,17.459999999999997,5.41,53.2,10.673333333333334
Andorra,2024-07,24.010344827586206,3.19,37.44827586206897,13.072413793103449
Andorra,2024-08,23.416129032258063,4.03,42.16129032258065,9.180645161290323
Andorra,2024-09,14.58,9.33,55.03333333333333,9.94
Andorra,2024-10,11.593548387096773,1.1400000000000001,67.0,8.580645161290322
Andorra,2024-11,6.1433333333333335,2.6100000000000003,74.63333333333334,6.846666666666667
Andorra,2024-12,2.9645161290322584,2.17,69.38709677419355,8.319354838709677
Andorra,2025-01,2.035483870967742,3.73,66.48387096774194,8.025806451612903
Andorra,2025-02,4.128571428571428,1.4,67.60714285714286,6.710714285714286
Andorra,2025-03,1.1806451612903226,6.43,82.51612903225806,9.516129032258064
Andorra,2025-04,7.21,5.97,63.7,8.566666666666666
Andorra,2025-05,11.038709677419355,4.07,54.87096774193548,7.558064516129032
Andorra,2025-06,21.09333333333333,1.3800000000000001,43.03333333333333,8.026666666666667
Andorra,2025-07,19.07741935483871,2.67,50.41935483870968,7.658064516129032
Andorra,2025-08,23.523076923076925,0.0,33.69230769230769,5.376923076923077
Angola,2024-05,29.08823529411765,0.0,69.76470588235294,19.594117647058823
Angola,2024-06,26.55,0.0,68.33333333333333,19.243333333333332
Angola,2024-07,24.475862068965515,0.0,67.0,15.827586206896552
Angola,2024-08,24.458064516129035,0.0,67.83870967741936,14.687096774193549
Angola,2024-09,25.956666666666667,0.02,68.03333333333333,12.473333333333333
Angola,2024-10,26.251612903225805,0.27,73.58064516129032,9.348387096774195
Angola,2024-11,27.296666666666667,0.8600000000000001,76.1,7.6033333333333335
Angola,2024-12,27.758064516129032,5.73,76.96774193548387,9.529032258064515
Angola,2025-01,29.38064516129032,1.72,67.19354838709677,8.135483870967741
Angola,2025-02,29.264285714285712,1.78,69.75,8.407142857142857
Angola,2025-03,29.548387096774192,0.2,69.41935483870968,6.077419354838709
Angola,2025-04,28.626666666666665,3.0900000000000003,73.93333333333334,7.923333333333333
Angola,2025-05,27.861290322580647,1.29,76.7741935483871,7.583870967741936
Angola,2025-06,25.203333333333333,0.01,75.26666666666667,6.116666666666666
Angola,2025-07,22.293548387096774,0.0,74.80645161290323,6.880645161290323
Angola,2025-08,20.815384615384616,0.0,75.6923076923077,7.484615384615385
Antigua and Barbuda,2024-05,29.41176470588235,1.6600000000000001,72.82352941176471,16.241176470588233
Antigua and Barbuda,2024-06,29.92758620689655,1.22,72.34482758620689,16.368965517241378
Antigua and Barbuda,2024-07,28.675,3.0,76.85714285714286,21.657142857142855
Antigua and Barbuda,2024-08,28.774193548387096,3.6100000000000003,76.41935483870968,20.03548387096774
Antigua and Barbuda,2024-09,27.709999999999997,3.69,81.46666666666667,15.706666666666667
Antigua and Barbuda,2024-10,27.72258064516129,2.66,77.0,19.73548387096774
Antigua and Barbuda,2024-11,26.389655172413793,4.36,83.82758620689656,19.282758620689656
Antigua and Barbuda,2024-12,25.606451612903225,5.29,76.7741935483871,26.02258064516129
Antigua and Barbuda,2025-01,24.436666666666667,2.08,80.8,27.83
Antigua and Barbuda,2025-02,24.67142857142857,6.09,75.85714285714286,33.371428571428574
Antigua and Barbuda,2025-03,24.506451612903227,1.8499999999999999,78.74193548387096,25.55483870967742
Antigua and Barbuda,2025-04,24.946666666666665,1.46,79.46666666666667,28.60666666666667
Antigua and Barbuda,2025-05,26.129032258064516,1.18,82.19354838709677,28.225806451612904
Antigua and Barbuda,2025-06,26.8,1.43,76.76666666666667,31.376666666666665
Antigua and Barbuda,2025-07,26.81935483870968,5.5,79.48387096774194,29.5258064516129
Antigua and Barbuda,2025-08,27.77692307692308,1.63,77.53846153846153,24.823076923076922
Argentina,2024-05,11.235294117647058,0.02,75.6470588235294,11.258823529411766
Argentina,2024-06,13.55,1.35,79.43333333333334,12.723333333333333
Argentina,2024-07,6.796428571428572,0.0,78.32142857142857,8.425
Argentina,2024-08,9.764516129032257,6.359999999999999,84.83870967741936,12.30967741935484
Argentina,2024-09,12.383333333333333,0.44,82.06666666666666,11.506666666666666
Argentina,2024-10,14.780645161290321,0.78,84.38709677419355,10.006451612903225
Argentina,2024-11,17.709999999999997,1.6,83.9,10.686666666666667
Argentina,2024-12,17.838709677419356,1.6,74.61290322580645,12.019354838709678
Argentina,2025-01,21.716666666666665,0.09,77.33333333333333,9.993333333333334
Argentina,2025-02,21.567857142857143,4.710000000000001,81.85714285714286,10.032142857142857
Argentina,2025-03,18.551612903225806,8.15,88.58064516129032,8.996774193548386
Argentina,2025-04,13.693333333333333,0.61,87.46666666666667,8.993333333333334
Argentina,2025-05,13.296774193548387,6.109999999999999,89.61290322580645,8.69032258064516
Argentina,2025-06,7.88,0.43000000000000005,81.23333333333333,9.646666666666667
Argentina,2025-07,8.98709677419355,3.61,86.12903225806451,9.01290322580645
Argentina,2025-08,8.923076923076923,0.24,84.61538461538461,9.684615384615386
Armenia,2024-05,22.823529411764707,3.7600000000000002,33.8235294117647,10.617647058823529
Armenia,2024-06,31.30666666666667,3.48,20.7,12.54
Armenia,2024-07,31.858620689655172,1.29,29.17241379310345,10.851724137931035
Armenia,2024-08,34.13225806451613,0.08,22.193548387096776,8.174193548387096
Armenia,2024-09,27.65666666666667,0.76,28.966666666666665,8.326666666666666
Armenia,2024-10,18.35483870967742,1.7499999999999998,36.903225806451616,8.383870967741935
Armenia,2024-11,10.886666666666667,1.26,49.53333333333333,6.45
Armenia,2024-12,4.696774193548387,1.23,55.74193548387097,4.941935483870967
Armenia,2025-01,3.3548387096774195,0.0,53.67741935483871,3.903225806451613
Armenia,2025-02,3.5392857142857146,1.58,48.17857142857143,5.667857142857143
Armenia,2025-03,14.51290322580645,3.54,32.38709677419355,5.612903225806452
Armenia,2025-04,17.06,1.26,42.8,9.94
Armenia,2025-05,23.58709677419355,2.0300000000000002,34.83870967741935,9.245161290322581
Armenia,2025-06,27.43,0.33,23.866666666666667,8.286666666666667
Armenia,2025-07,31.129032258064516,0.13,27.096774193548388,6.687096774193549
Armenia,2025-08,32.823076923076925,0.04,26.615384615384617,7.576923076923077
Australia,2024-05,3.8666666666666667,0.22,92.0,6.446666666666667
Australia,2024-06,3.978125,0.66,90.5625,8.64375
Australia,2024-07,4.403448275862069,2.44,89.82758620689656,10.458620689655174
Australia,2024-08,7.738709677419355,10.23,86.09677419354838,10.861290322580645
Australia,2024-09,10.606666666666666,0.6,64.03333333333333,11.486666666666668
Australia,2024-10,11.23225806451613,0.08,70.87096774193549,11.435483870967742
Australia,2024-11,17.373333333333335,3.6,65.1,12.496666666666666
Australia,2024-12,17.074193548387097,2.27,67.70967741935483,10.125806451612902
Australia,2025-01,18.970967741935485,1.6900000000000002,73.70967741935483,12.361290322580645
Australia,2025-02,20.724999999999998,0.95,67.39285714285714,10.367857142857144
Australia,2025-03,19.861290322580647,0.54,69.03225806451613,13.32258064516129
Australia,2025-04,16.113333333333333,1.71,63.233333333333334,8.95
Australia,2025-05,11.029032258064515,1.36,73.7741935483871,8.583870967741936
Australia,2025-06,5.676666666666667,0.49,79.5,7.8133333333333335
Australia,2025-07,7.951612903225806,7.330000000000001,77.48387096774194,12.996774193548386
Australia,2025-08,8.876923076923077,0.58,72.15384615384616,9.415384615384616
Austria,2024-05,20.647058823529413,2.13,60.76470588235294,16.535294117647055
Austria,2024-06,24.936666666666667,3.02,53.43333333333333,17.823333333333334
Austria,2024-07,28.482142857142858,0.68,41.07142857142857,14.639285714285716
Austria,2024-08,29.43548387096774,0.48,43.32258064516129,13.922580645161291
Austria,2024-09,20.09333333333333,12.639999999999999,60.1,19.1
Austria,2024-10,13.583870967741934,0.6799999999999999,73.48387096774194,12.948387096774193
Austria,2024-11,5.87,0.9,72.63333333333334,12.106666666666666
Austria,2024-12,4.377419354838709,1.17,73.41935483870968,12.248387096774193
Austria,2025-01,3.351612903225807,1.02,76.70967741935483,12.73225806451613
Austria,2025-02,2.6392857142857147,0.11,64.53571428571429,12.971428571428572
Austria,2025-03,9.125806451612902,2.04,64.03225806451613,11.016129032258064
Austria,2025-04,13.806666666666667,2.17,61.7,15.139999999999999
Austria,2025-05,14.906451612903227,3.12,62.806451612903224,12.019354838709678
Austria,2025-06,22.98,4.359999999999999,55.2,12.139999999999999
Austria,2025-07,22.529032258064515,4.33,60.645161290322584,13.393548387096773
Austria,2025-08,22.26923076923077,0.07,58.76923076923077,11.492307692307692
Azerbaijan,2024-05,20.88235294117647,0.2,51.705882352941174,21.28235294117647
Azerbaijan,2024-06,28.766666666666666,0.07,47.13333333333333,21.84333333333333
Azerbaijan,2024-07,30.5,0.35000000000000003,46.06896551724138,24.28965517241379
Azerbaijan,2024-08,30.61935483870968,0.12,44.41935483870968,22.809677419354838
Azerbaijan,2024-09,26.855172413793102,0.0,45.793103448275865,23.379310344827587
Azerbaijan,2024-10,19.04516129032258,2.26,66.7741935483871,21.4
Azerbaijan,2024-11,13.28,1.2,71.26666666666667,24.066666666666666
Azerbaijan,2024-12,9.48709677419355,1.17,72.16129032258064,21.80322580645161
Azerbaijan,2025-01,9.3,0.07,72.03225806451613,22.406451612903226
Azerbaijan,2025-02,5.121428571428572,0.46,74.10714285714286,27.00357142857143
Azerbaijan,2025-03,13.061290322580646,0.1,60.38709677419355,26.845161290322583
Azerbaijan,2025-04,17.003333333333334,3.29,60.5,24.59
Azerbaijan,2025-05,23.048387096774192,0.0,52.516129032258064,24.593548387096774
Azerbaijan,2025-06,26.543333333333333,0.0,50.766666666666666,25.483333333333334
Azerbaijan,2025-07,31.383870967741935,0.0,46.16129032258065,22.903225806451612
Azerbaijan,2025-08,33.53076923076923,0.54,40.61538461538461,19.0
Bahamas,2024-05,28.764705882352942,0.5499999999999999,73.6470588235294,13.829411764705881
Bahamas,2024-06,28.548275862068966,4.75,78.48275862068965,16.713793103448275
Bahamas,2024-07,29.0,1.72,77.17857142857143,14.735714285714286
Bahamas,2024-08,28.42258064516129,6.1899999999999995,78.90322580645162,16.5258064516129
Bahamas,2024-09,27.62,1.35,85.16666666666667,13.253333333333334
Bahamas,2024-10,26.803333333333335,0.27,77.53333333333333,26.923333333333336
Bahamas,2024-11,24.555172413793105,4.65,76.20689655172414,24.848275862068967
Bahamas,2024-12,22.64516129032258,0.0,79.09677419354838,26.758064516129032
Bahamas,2025-01,20.19,0.0,79.7,20.64
Bahamas,2025-02,20.900000000000002,0.0,87.21428571428571,21.557142857142857
Bahamas,2025-03,20.08709677419355,1.56,82.2258064516129,23.635483870967743
Bahamas,2025-04,23.026666666666664,0.0,74.03333333333333,24.40666666666667
Bahamas,2025-05,25.266666666666666,0.0,81.96666666666667,22.363333333333333
Bahamas,2025-06,27.003333333333334,0.0,80.26666666666667,22.836666666666666
Bahamas,2025-07,27.03548387096774,0.0,83.2258064516129,20.793548387096774
Bahamas,2025-08,27.946153846153848,0.0,80.23076923076923,19.284615384615385
Bahrain,2024-05,34.411764705882355,0.0,39.1764705882353,22.417647058823526
Bahrain,2024-06,36.983333333333334,0.0,44.36666666666667,18.616666666666667
Bahrain,2024-07,37.88965517241379,0.0,44.6551724137931,24.313793103448276
Bahrain,2024-08,36.94193548387097,0.0,56.225806451612904,20.77741935483871
Bahrain,2024-09,37.18,0.0,45.13333333333333,17.376666666666665
Bahrain,2024-10,31.067741935483873,0.0,54.67741935483871,16.703225806451613
Bahrain,2024-11,27.14,0.0,59.1,19.973333333333336
Bahrain,2024-12,21.283870967741933,0.0,56.32258064516129,18.606451612903225
Bahrain,2025-01,20.125806451612902,0.01,52.225806451612904,20.17096774193548
Bahrain,2025-02,19.853571428571428,0.14,55.714285714285715,22.40357142857143
Bahrain,2025-03,24.06451612903226,0.04,47.74193548387097,20.13225806451613
Bahrain,2025-04,31.94,0.0,32.1,17.90666666666667
Bahrain,2025-05,36.099999999999994,0.0,29.258064516129032,20.83225806451613
Bahrain,2025-06,37.75,0.0,31.233333333333334,22.77
Bahrain,2025-07,38.97096774193548,0.0,34.74193548387097,21.683870967741935
Bahrain,2025-08,39.46923076923077,0.0,45.76923076923077,13.684615384615386
Bangladesh,2024-05,31.605882352941173,13.23,62.294117647058826,19.48235294117647
Bangladesh,2024-06,30.12,14.08,74.46666666666667,22.28666666666667
Bangladesh,2024-07,30.185714285714287,10.27,74.57142857142857,19.567857142857143
Bangladesh,2024-08,28.961290322580645,18.61,78.61290322580645,17.838709677419356
Bangladesh,2024-09,31.196666666666665,19.69,67.7,13.35
Bangladesh,2024-10,31.151612903225807,9.39,58.225806451612904,10.519354838709678
Bangladesh,2024-11,29.983333333333334,0.0,37.46666666666667,9.26
Bangladesh,2024-12,26.451612903225808,0.0,28.774193548387096,11.241935483870968
Bangladesh,2025-01,26.94193548387097,0.0,27.516129032258064,11.051612903225807
Bangladesh,2025-02,30.34642857142857,0.0,21.607142857142858,13.842857142857143
Bangladesh,2025-03,35.74516129032258,0.0,17.516129032258064,15.351612903225806
Bangladesh,2025-04,37.36,1.68,26.733333333333334,11.636666666666667
Bangladesh,2025-05,34.858064516129026,31.460000000000004,45.12903225806452,13.729032258064517
Bangladesh,2025-06,33.217241379310344,7.05,59.03448275862069,17.93103448275862
Bangladesh,2025-07,31.55806451612903,22.2,67.25806451612904,18.780645161290323
Bangladesh,2025-08,31.476923076923075,13.899999999999999,66.07692307692308,14.815384615384614
Barbados,2024-05,29.58823529411765,0.79,77.17647058823529,29.54705882352941
Barbados,2024-06,29.403333333333332,2.82,78.16666666666667,28.876666666666665
Barbados,2024-07,28.727586206896554,10.53,79.65517241379311,27.848275862068967
Barbados,2024-08,28.716129032258067,3.96,79.16129032258064,21.61935483870968
Barbados,2024-09,28.326666666666664,4.35,84.06666666666666,15.096666666666666
Barbados,2024-10,27.83225806451613,3.8000000000000003,81.87096774193549,19.241935483870968
Barbados,2024-11,27.74137931034483,12.71,82.58620689655173,21.444827586206895
Barbados,2024-12,26.138709677419353,3.0300000000000002,79.12903225806451,23.25483870967742
Barbados,2025-01,25.626666666666665,3.8,79.53333333333333,26.416666666666668
Barbados,2025-02,25.49285714285714,2.31,77.42857142857143,29.342857142857145
Barbados,2025-03,25.887096774193548,1.35,79.3225806451613,24.961290322580645
Barbados,2025-04,25.966666666666665,1.82,81.86666666666666,24.779999999999998
Barbados,2025-05,27.151612903225807,3.54,81.90322580645162,24.603225806451615
Barbados,2025-06,27.113333333333333,2.63,81.66666666666667,30.759999999999998
Barbados,2025-07,27.183870967741935,4.39,81.74193548387096,24.551612903225806
Barbados,2025-08,27.615384615384617,1.56,77.07692307692308,23.015384615384615
Belarus,2024-05,22.470588235294116,5.15,40.705882352941174,14.329411764705881
Belarus,2024-06,22.153333333333332,4.82,58.96666666666667,15.84
Belarus,2024-07,24.29310344827586,11.08,60.172413793103445,16.120689655172413
Belarus,2024-08,24.664516129032258,2.29,52.25806451612903,15.04516129032258
Belarus,2024-09,22.42,0.51,49.9,20.009999999999998
Belarus,2024-10,10.54516129032258,2.15,74.48387096774194,14.59032258064516
Belarus,2024-11,3.2666666666666666,0.16,82.66666666666667,18.363333333333333
Belarus,2024-12,0.8483870967741935,0.64,87.51612903225806,17.983870967741936
Belarus,2025-01,1.2903225806451613,2.42,90.48387096774194,19.75483870967742
Belarus,2025-02,-2.9785714285714286,0.34,71.46428571428571,14.007142857142856
Belarus,2025-03,7.212903225806452,1.92,64.19354838709677,20.522580645161288
Belarus,2025-04,11.139999999999999,0.42,54.333333333333336,19.83
Belarus,2025-05,12.438709677419354,4.43,64.35483870967742,15.629032258064516
Belarus,2025-06,17.913333333333334,5.4,66.26666666666667,22.066666666666666
Belarus,2025-07,21.403225806451612,3.93,71.83870967741936,14.370967741935484
Belarus,2025-08,20.823076923076922,0.78,63.46153846153846,15.607692307692307
Belgium,2024-05,16.294117647058822,9.34,77.41176470588235,15.814705882352943
Belgium,2024-06,18.598275862068967,7.92,64.01724137931035,16.76206896551724
Belgium,2024-07,21.582456140350878,6.47,61.473684210526315,14.656140350877193
Belgium,2024-08,23.437096774193545,3.4600000000000004,59.11290322580645,15.3
Belgium,2024-09,18.236666666666668,8.31,72.93333333333334,18.065
Belgium,2024-10,13.430645161290323,3.1100000000000003,84.24193548387096,16.15967741935484
Belgium,2024-11,8.026666666666667,4.8500000000000005,87.46666666666667,16.323333333333334
Belgium,2024-12,6.361290322580645,5.93,84.6774193548387,20.106451612903225
Belgium,2025-01,3.9919354838709675,8.55,88.90322580645162,16.108064516129033
Belgium,2025-02,4.878571428571428,1.94,82.75,16.367857142857144
Belgium,2025-03,8.637096774193548,0.23,71.14516129032258,14.919354838709678
Belgium,2025-04,12.453333333333335,1.75,68.35,15.69
Belgium,2025-05,15.288709677419355,6.13,64.46774193548387,18.675806451612903
Belgium,2025-06,19.861666666666668,2.7,65.66666666666667,19.676666666666666
Belgium,2025-07,20.453225806451613,7.84,67.93548387096774,14.866129032258065
Belgium,2025-08,19.792307692307695,1.16,70.5,16.046153846153846
Belize,2024-05,30.352941176470587,0.26,80.6470588235294,11.047058823529412
Belize,2024-06,27.683333333333334,7.96,91.56666666666666,6.983333333333333
Belize,2024-07,25.768965517241377,2.71,95.13793103448276,5.524137931034482
Belize,2024-08,23.79032258064516,1.31,97.70967741935483,3.648387096774194
Belize,2024-09,24.32,4.029999999999999,96.26666666666667,3.8400000000000003
Belize,2024-10,22.426666666666666,3.64,96.53333333333333,4.596666666666667
Belize,2024-11,20.97241379310345,4.3100000000000005,96.27586206896552,4.037931034482759
Belize,2024-12,19.748387096774195,1.27,97.64516129032258,3.774193548387097
Belize,2025-01,19.55666666666667,1.58,98.33333333333333,4.02
Belize,2025-02,20.525000000000002,0.6,98.25,3.7035714285714287
Belize,2025-03,20.70967741935484,0.83,95.87096774193549,3.8548387096774195
Belize,2025-04,21.233333333333334,8.1,93.7,5.293333333333334
Belize,2025-05,23.65666666666667,2.13,94.63333333333334,5.1466666666666665
Belize,2025-06,23.33,25.619999999999997,97.56666666666666,4.1033333333333335
Belize,2025-07,22.825806451612905,3.45,98.16129032258064,3.648387096774194
Belize,2025-08,22.93846153846154,0.87,94.92307692307692,3.8230769230769233
Benin,2024-05,30.864705882352943,1.19,72.47058823529412,20.276470588235295
Benin,2024-06,29.709999999999997,4.33,75.03333333333333,18.126666666666665
Benin,2024-07,28.114285714285717,4.72,74.39285714285714,21.317857142857143
Benin,2024-08,28.135483870967743,2.78,70.74193548387096,22.09032258064516
Benin,2024-09,28.42,4.69,76.53333333333333,17.296666666666667
Benin,2024-10,28.093548387096774,5.33,79.12903225806451,8.883870967741935
Benin,2024-11,28.81,1.19,78.1,6.14
Benin,2024-12,31.39032258064516,0.0,55.0,5.854838709677419
Benin,2025-01,30.916129032258063,0.16,67.58064516129032,8.048387096774194
Benin,2025-02,30.682142857142857,1.2,76.25,10.242857142857144
Benin,2025-03,31.20967741935484,2.66,74.2258064516129,14.183870967741935
Benin,2025-04,29.733333333333334,0.55,77.33333333333333,13.186666666666667
Benin,2025-05,29.293548387096774,5.46,77.7741935483871,11.238709677419354
Benin,2025-06,27.326666666666664,1.93,83.56666666666666,10.08
Benin,2025-07,26.135483870967743,13.0,84.58064516129032,14.399999999999999
Benin,2025-08,25.54615384615385,4.52,89.0,12.153846153846153
Bhutan,2024-05,11.905882352941177,5.53,89.0,5.0588235294117645
Bhutan,2024-06,12.803333333333335,8.15,95.56666666666666,4.016666666666667
Bhutan,2024-07,15.146428571428572,13.77,94.32142857142857,4.103571428571429
Bhutan,2024-08,14.580645161290322,22.81,93.12903225806451,4.267741935483872
Bhutan,2024-09,15.2,16.6,83.5,5.3966666666666665
Bhutan,2024-10,14.558064516129033,8.39,65.70967741935483,8.625806451612902
Bhutan,2024-11,11.093333333333334,0.77,51.06666666666667,9.226666666666667
Bhutan,2024-12,6.1,0.16,55.96774193548387,7.174193548387097
Bhutan,2025-01,8.119354838709677,0.74,50.0,8.758064516129032
Bhutan,2025-02,5.878571428571428,5.44,66.17857142857143,8.839285714285714
Bhutan,2025-03,11.887096774193548,3.25,44.516129032258064,10.819354838709677
Bhutan,2025-04,14.22,10.8,50.93333333333333,9.54
Bhutan,2025-05,15.154838709677419,15.77,67.29032258064517,7.819354838709677
Bhutan,2025-06,18.886666666666667,17.51,64.13333333333334,9.306666666666667
Bhutan,2025-07,20.0,16.02,64.41935483870968,9.67741935483871
Bhutan,2025-08,18.376923076923077,8.379999999999999,76.38461538461539,8.23076923076923
Bolivia,2024-05,20.052941176470586,0.01,52.05882352941177,6.561764705882353
Bolivia,2024-06,21.42542372881356,0.09,45.25423728813559,5.513559322033898
Bolivia,2024-07,15.539285714285715,0.32,60.67857142857143,5.8125
Bolivia,2024-08,17.067741935483873,0.11,53.435483870967744,5.280645161290322
Bolivia,2024-09,18.85666666666667,0.06,54.766666666666666,5.126666666666667
Bolivia,2024-10,18.315,2.54,76.15,5.35
Bolivia,2024-11,17.939655172413794,6.38,85.72413793103448,4.937931034482758
Bolivia,2024-12,17.770967741935483,5.88,85.91935483870968,4.891935483870968
Bolivia,2025-01,17.138333333333332,16.97,89.7,4.165
Bolivia,2025-02,17.125,11.23,89.23214285714286,4.191071428571428
Bolivia,2025-03,17.0,18.87,94.53225806451613,4.77741935483871
Bolivia,2025-04,16.529999999999998,11.61,92.73333333333333,5.0600000000000005
Bolivia,2025-05,16.125806451612902,5.64,85.29032258064517,4.735483870967743
Bolivia,2025-06,14.606666666666666,3.35,78.21666666666667,4.78
Bolivia,2025-07,13.611290322580645,0.22,72.01612903225806,4.638709677419355
Bolivia,2025-08,14.807692307692308,0.4,66.84615384615384,5.06923076923077
Bosnia and Herzegovina,2024-05,22.470588235294116,11.77,52.11764705882353,12.458823529411765
Bosnia and Herzegovina,2024-06,27.326666666666664,3.5,44.46666666666667,10.516666666666667
Bosnia and Herzegovina,2024-07,29.524137931034485,2.56,39.58620689655172,9.506896551724138
Bosnia and Herzegovina,2024-08,30.425806451612903,10.1,36.903225806451616,7.770967741935484
Bosnia and Herzegovina,2024-09,20.59333333333333,12.96,64.1,7.223333333333333
Bosnia and Herzegovina,2024-10,17.0258064516129,2.0500000000000003,68.70967741935483,5.674193548387097
Bosnia and Herzegovina,2024-11,7.056666666666667,1.57,76.8,6.233333333333333
Bosnia and Herzegovina,2024-12,4.041935483870968,9.49,88.96774193548387,5.745161290322581
Bosnia and Herzegovina,2025-01,4.264516129032257,1.88,78.54838709677419,7.512903225806451
Bosnia and Herzegovina,2025-02,3.585714285714286,0.74,70.64285714285714,4.760714285714286
Bosnia and Herzegovina,2025-03,9.23225806451613,7.62,67.7741935483871,7.880645161290323
Bosnia and Herzegovina,2025-04,12.713333333333333,2.91,61.7,8.886666666666667
Bosnia and Herzegovina,2025-05,15.938709677419356,1.85,59.225806451612904,9.064516129032258
Bosnia and Herzegovina,2025-06,23.009999999999998,0.5800000000000001,49.733333333333334,7.03
Bosnia and Herzegovina,2025-07,23.080645161290324,4.470000000000001,54.193548387096776,7.567741935483871
Bosnia and Herzegovina,2025-08,21.16923076923077,0.8400000000000001,64.3076923076923,5.3307692307692305
Botswana,2024-05,25.98235294117647,0.0,26.058823529411764,8.117647058823529
Botswana,2024-06,22.153333333333332,0.06,28.2,12.796666666666665
Botswana,2024-07,24.582758620689653,0.0,11.655172413793103,9.848275862068967
Botswana,2024-08,26.967741935483872,0.0,15.612903225806452,12.480645161290322
Botswana,2024-09,27.813333333333333,0.01,24.8,15.610000000000001
Botswana,2024-10,27.406451612903226,0.52,26.64516129032258,16.04193548387097
Botswana,2024-11,29.013333333333332,1.07,36.46666666666667,16.23
Botswana,2024-12,31.809677419354838,3.1900000000000004,36.29032258064516,14.32258064516129
Botswana,2025-01,29.393548387096775,2.56,45.25806451612903,11.251612903225807
Botswana,2025-02,27.900000000000002,8.9,57.535714285714285,13.4
Botswana,2025-03,26.16774193548387,0.66,57.41935483870968,12.812903225806451
Botswana,2025-04,21.96333333333333,0.25,66.5,12.443333333333333
Botswana,2025-05,17.725806451612904,0.0,57.70967741935484,10.76774193548387
